#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0051726	Regulation of cell cycle	62	1230	0.53	6.47e-14	9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261881,9606.ENSP00000262662,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000288207,9606.ENSP00000294066,9606.ENSP00000296509,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000300213,9606.ENSP00000311083,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000335357,9606.ENSP00000342307,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000357643,9606.ENSP00000360944,9606.ENSP00000361540,9606.ENSP00000363055,9606.ENSP00000368664,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000376306,9606.ENSP00000377793,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000380024,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000402084,9606.ENSP00000406873,9606.ENSP00000408910,9606.ENSP00000409016,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000435421,9606.ENSP00000439403,9606.ENSP00000448012,9606.ENSP00000448665,9606.ENSP00000453403,9606.ENSP00000479669,9606.ENSP00000481103,9606.ENSP00000481110	SYF2,DLGAP5,CCNB1,MDM2,KIF23,KIF11,TIPIN,CDKN2C,TICRR,TP53,CDCA5,BUB1B,CCNB2,MAP4K2,MAD2L1,KIAA0101,PLK1,CCNDBP1,CKS1B,CLSPN,AURKB,RPS27L,HSP90AA1,CDKN3,FOXM1,CENPF,DTL,NEK2,MDM4,KIF14,ASPM,MKI67,STIL,CDC20,ZWINT,RGCC,CDK8,RAD51,CIT,PRC1,SIN3A,CDK1,ING4,CCNF,GPSM2,CHEK1,WEE1,PAK6,DCTN2,TBRG1,TOP2A,GTSE1,H2AFX,CDC27,DDIAS,ANAPC15,CEP290,DDIT3,NUSAP1,CAB39L,E2F8,FAM83D
GO Process	GO:0098813	Nuclear chromosome segregation	27	209	0.94	1.45e-13	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000263753,9606.ENSP00000271452,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000335463,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000362146,9606.ENSP00000363055,9606.ENSP00000377793,9606.ENSP00000387875,9606.ENSP00000393963,9606.ENSP00000408910,9606.ENSP00000411532,9606.ENSP00000446215,9606.ENSP00000453403,9606.ENSP00000481110	NCAPH,DLGAP5,CCNB1,KIF23,SGOL1,NUF2,CDCA5,BUB1B,MAD2L1,PLK1,AURKB,CASC5,CENPF,NEK2,KIF14,KIF2C,CDC20,CDCA8,ZWINT,PRC1,KIF4B,KIFC1,DCTN2,TOP2A,RAN,NUSAP1,FAM83D
GO Process	GO:0000075	Cell cycle checkpoint	25	198	0.93	2.81e-12	9606.ENSP00000236273,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000261881,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356150,9606.ENSP00000361540,9606.ENSP00000363055,9606.ENSP00000368664,9606.ENSP00000378699,9606.ENSP00000388648,9606.ENSP00000402084,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000434024,9606.ENSP00000481103	SYF2,CCNB1,MDM2,TIPIN,TICRR,TP53,BUB1B,MAD2L1,PLK1,CLSPN,AURKB,RPS27L,CENPF,DTL,MDM4,CDC20,ZWINT,RGCC,CDK1,CHEK1,WEE1,TOP2A,GTSE1,H2AFX,E2F8
GO Process	GO:0007346	Regulation of mitotic cell cycle	43	676	0.63	3.22e-12	9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000260731,9606.ENSP00000261881,9606.ENSP00000262662,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000294066,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000311083,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000357643,9606.ENSP00000361540,9606.ENSP00000363055,9606.ENSP00000368664,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000402084,9606.ENSP00000406873,9606.ENSP00000408910,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000434614,9606.ENSP00000435421,9606.ENSP00000439403,9606.ENSP00000448012,9606.ENSP00000453403,9606.ENSP00000481103	SYF2,DLGAP5,CCNB1,MDM2,KIF11,TIPIN,CDKN2C,TICRR,TP53,CDCA5,BUB1B,MAP4K2,MAD2L1,PLK1,CKS1B,CLSPN,AURKB,RPS27L,HSP90AA1,CENPF,DTL,NEK2,MDM4,KIF14,MKI67,CDC20,ZWINT,RGCC,SIN3A,CDK1,GPSM2,CHEK1,WEE1,PAK6,DCTN2,TOP2A,GTSE1,CDC27,DDIAS,ANAPC15,CEP290,NUSAP1,E2F8
GO Process	GO:0010564	Regulation of cell cycle process	45	760	0.6	7.49e-12	9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000261881,9606.ENSP00000262662,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000342307,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000357643,9606.ENSP00000360944,9606.ENSP00000361540,9606.ENSP00000368664,9606.ENSP00000372088,9606.ENSP00000376306,9606.ENSP00000377793,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000402084,9606.ENSP00000408910,9606.ENSP00000415430,9606.ENSP00000434614,9606.ENSP00000439403,9606.ENSP00000448012,9606.ENSP00000453403,9606.ENSP00000481103,9606.ENSP00000481110	SYF2,DLGAP5,CCNB1,MDM2,KIF23,KIF11,TIPIN,CDKN2C,TICRR,TP53,CDCA5,BUB1B,MAD2L1,PLK1,CLSPN,AURKB,RPS27L,HSP90AA1,FOXM1,CENPF,DTL,NEK2,MDM4,KIF14,MKI67,STIL,CDC20,RGCC,RAD51,CIT,PRC1,SIN3A,CDK1,CCNF,GPSM2,CHEK1,WEE1,DCTN2,GTSE1,CDC27,ANAPC15,CEP290,NUSAP1,E2F8,FAM83D
GO Process	GO:0007093	Mitotic cell cycle checkpoint	22	156	0.98	1.47e-11	9606.ENSP00000236273,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000261881,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000355922,9606.ENSP00000356150,9606.ENSP00000361540,9606.ENSP00000363055,9606.ENSP00000368664,9606.ENSP00000378699,9606.ENSP00000402084,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000481103	SYF2,CCNB1,MDM2,TIPIN,TICRR,TP53,BUB1B,MAD2L1,PLK1,CLSPN,AURKB,RPS27L,CENPF,MDM4,CDC20,ZWINT,RGCC,CDK1,WEE1,TOP2A,GTSE1,E2F8
GO Process	GO:1901987	Regulation of cell cycle phase transition	33	452	0.69	1.64e-10	9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000262662,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000361540,9606.ENSP00000368664,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000388648,9606.ENSP00000402084,9606.ENSP00000408910,9606.ENSP00000415430,9606.ENSP00000434614,9606.ENSP00000439403,9606.ENSP00000448012,9606.ENSP00000481103,9606.ENSP00000481110	SYF2,DLGAP5,CCNB1,MDM2,CDKN2C,TICRR,TP53,CDCA5,BUB1B,MAD2L1,PLK1,CLSPN,AURKB,RPS27L,HSP90AA1,CENPF,DTL,NEK2,MDM4,KIF14,CDC20,RGCC,SIN3A,CDK1,CHEK1,WEE1,DCTN2,GTSE1,CDC27,ANAPC15,CEP290,E2F8,FAM83D
GO Process	GO:0006401	RNA catabolic process	25	247	0.83	2.03e-10	9606.ENSP00000265564,9606.ENSP00000278572,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000311430,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000359345,9606.ENSP00000359939,9606.ENSP00000361433,9606.ENSP00000363676,9606.ENSP00000368984,9606.ENSP00000373474,9606.ENSP00000379888,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000435777,9606.ENSP00000449328	EXOSC7,RPS3,POLR2G,RNASE6,RNASE2,RPL4,EXOSC4,DIS3L,RPLP2,RPS2,RPLP1,RPS17,RPL22,RPL5,EXOSC1,EXOSC2,RPL11,EXOSC9,METTL14,RPS8,RPL6,RPS24,PATL2,RPS13,RPLP0
GO Process	GO:1902850	Microtubule cytoskeleton organization involved in mitosis	18	112	1.03	4.33e-10	9606.ENSP00000256442,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000271452,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000355966,9606.ENSP00000360944,9606.ENSP00000361540,9606.ENSP00000377793,9606.ENSP00000385510,9606.ENSP00000387875,9606.ENSP00000393963,9606.ENSP00000408910,9606.ENSP00000410452,9606.ENSP00000446215,9606.ENSP00000453403	CCNB1,KIF23,KIF11,NUF2,MAD2L1,PLK1,AURKB,NEK2,STIL,CDC20,PRC1,GPSM2,KIF4B,KIFC1,DCTN2,STMN1,RAN,NUSAP1
GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition	31	416	0.7	4.76e-10	9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000262662,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000361540,9606.ENSP00000368664,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000402084,9606.ENSP00000408910,9606.ENSP00000415430,9606.ENSP00000434614,9606.ENSP00000439403,9606.ENSP00000448012,9606.ENSP00000481103	SYF2,DLGAP5,CCNB1,MDM2,CDKN2C,TICRR,TP53,CDCA5,BUB1B,MAD2L1,PLK1,CLSPN,AURKB,RPS27L,HSP90AA1,CENPF,DTL,NEK2,MDM4,KIF14,CDC20,RGCC,SIN3A,CDK1,WEE1,DCTN2,GTSE1,CDC27,ANAPC15,CEP290,E2F8
GO Process	GO:0044265	Cellular macromolecule catabolic process	46	917	0.53	7.53e-10	9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000265564,9606.ENSP00000271651,9606.ENSP00000278572,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000311430,9606.ENSP00000313950,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000341885,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000352676,9606.ENSP00000354571,9606.ENSP00000355958,9606.ENSP00000356319,9606.ENSP00000359345,9606.ENSP00000359939,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000363676,9606.ENSP00000366237,9606.ENSP00000368984,9606.ENSP00000373474,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000380256,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000434614,9606.ENSP00000435777,9606.ENSP00000439403,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000478320,9606.ENSP00000483430	CCNB1,MDM2,EXOSC7,CTSK,RPS3,BUB1B,MAD2L1,PLK1,POLR2G,RNASE6,RNASE2,RPL4,AURKB,EXOSC4,DIS3L,RPLP2,RPS2,HMGB1,RPLP1,RPS17,RPL22,ZRANB1,RNF121,DTL,KIF14,RPL5,EXOSC1,EXOSC2,CDC20,RPL11,DFFA,EXOSC9,METTL14,CDK1,RPS8,CCNF,RPL6,RPS24,PATL2,CDC27,RPS13,ANAPC15,DDIT3,RPLP0,ATXN3,IFI27
GO Process	GO:0090304	Nucleic acid metabolic process	76	2178	0.37	9.32e-10	9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278572,9606.ENSP00000282251,9606.ENSP00000300035,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000311430,9606.ENSP00000312995,9606.ENSP00000313140,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000353670,9606.ENSP00000355506,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356840,9606.ENSP00000357199,9606.ENSP00000358060,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000361043,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000363676,9606.ENSP00000366237,9606.ENSP00000366519,9606.ENSP00000368984,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000395196,9606.ENSP00000403172,9606.ENSP00000408295,9606.ENSP00000411532,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000478320,9606.ENSP00000480158,9606.ENSP00000481920	POLR2C,SYF2,SESN2,CCNB1,DDB2,ICE2,SNW1,TIPIN,POLQ,EXOSC7,TICRR,TP53,CDCA5,RPS3,CWF19L2,KIAA0101,POLR2G,RNASE6,RNASE2,RPL4,CLSPN,EXD2,EXOSC4,DIS3L,RPLP2,POLR2L,PIF1,HSP90AA1,HNRNPA1,RPS2,FOXM1,HMGB1,RPLP1,RPS17,RPL22,SPOCD1,EXO1,CENPF,DTL,POU2F1,RRNAD1,TARS2,RPL5,RPF1,EXOSC1,RAD54L,EXOSC2,YBX1,RPL11,DFFA,NSUN6,EXOSC9,POLR2B,CDK8,RAD51,METTL14,CDK1,RPS8,CHEK1,RPP30,EARS2,RPL6,RFC5,TOP2A,RPS24,PATL2,MCM10,H2AFX,RPS13,KPNA2,RAN,DDIT3,RPLP0,ATXN3,POLR2A,MED6
GO Process	GO:0006139	Nucleobase-containing compound metabolic process	86	2659	0.34	1.03e-09	9606.ENSP00000215375,9606.ENSP00000216605,9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278353,9606.ENSP00000278572,9606.ENSP00000282251,9606.ENSP00000300035,9606.ENSP00000301587,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000306003,9606.ENSP00000311430,9606.ENSP00000312995,9606.ENSP00000313140,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000349142,9606.ENSP00000353670,9606.ENSP00000355506,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356840,9606.ENSP00000357199,9606.ENSP00000358060,9606.ENSP00000358737,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000360939,9606.ENSP00000361043,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000363676,9606.ENSP00000366237,9606.ENSP00000366519,9606.ENSP00000367086,9606.ENSP00000368984,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000395196,9606.ENSP00000403172,9606.ENSP00000408295,9606.ENSP00000411532,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000478320,9606.ENSP00000480158,9606.ENSP00000481920	ATP5D,MTHFD1,POLR2C,SYF2,SESN2,CCNB1,DDB2,ICE2,SNW1,TIPIN,ATP5B,POLQ,EXOSC7,TICRR,TP53,CDCA5,HSD17B12,RPS3,CWF19L2,KIAA0101,ATP5H,POLR2G,RNASE6,RNASE2,ATP5I,RPL4,CLSPN,EXD2,EXOSC4,DIS3L,RPLP2,POLR2L,PIF1,HSP90AA1,HNRNPA1,RPS2,FOXM1,HMGB1,RPLP1,RPS17,RPL22,ATP5C1,SPOCD1,EXO1,CENPF,DTL,POU2F1,RRNAD1,TARS2,ATP5F1,RPL5,RPF1,EXOSC1,CMPK1,RAD54L,EXOSC2,YBX1,RPL11,DFFA,NSUN6,ACOT7,EXOSC9,POLR2B,CDK8,RAD51,METTL14,CDK1,RPS8,CHEK1,RPP30,EARS2,RPL6,RFC5,TOP2A,RPS24,PATL2,MCM10,H2AFX,RPS13,KPNA2,RAN,DDIT3,RPLP0,ATXN3,POLR2A,MED6
GO Process	GO:0006974	Cellular response to DNA damage stimulus	42	793	0.55	1.36e-09	9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000264233,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278572,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000312995,9606.ENSP00000313140,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000331019,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000355506,9606.ENSP00000355958,9606.ENSP00000356150,9606.ENSP00000361043,9606.ENSP00000368664,9606.ENSP00000370625,9606.ENSP00000372088,9606.ENSP00000378699,9606.ENSP00000380024,9606.ENSP00000388648,9606.ENSP00000408295,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000448665,9606.ENSP00000478320,9606.ENSP00000480158,9606.ENSP00000481103	POLR2C,SYF2,SESN2,CCNB1,DDB2,MDM2,SNW1,TIPIN,POLQ,TICRR,TP53,CDCA5,RPS3,KIAA0101,PLK1,POLR2G,CLSPN,EXD2,POLR2L,PIF1,RPS27L,FOXM1,HMGB1,EXO1,DTL,MDM4,RAD54L,RGCC,POLR2B,RAD51,CDK1,ING4,CHEK1,RFC5,TOP2A,GTSE1,MCM10,H2AFX,DDIT3,ATXN3,POLR2A,E2F8
GO Process	GO:0034641	Cellular nitrogen compound metabolic process	98	3282	0.3	1.45e-09	9606.ENSP00000215375,9606.ENSP00000216605,9606.ENSP00000219252,9606.ENSP00000236273,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000261208,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278353,9606.ENSP00000278572,9606.ENSP00000279242,9606.ENSP00000282251,9606.ENSP00000294785,9606.ENSP00000298223,9606.ENSP00000300035,9606.ENSP00000301587,9606.ENSP00000301788,9606.ENSP00000302046,9606.ENSP00000303276,9606.ENSP00000306003,9606.ENSP00000311430,9606.ENSP00000312995,9606.ENSP00000313140,9606.ENSP00000315397,9606.ENSP00000315476,9606.ENSP00000321711,9606.ENSP00000322419,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000331019,9606.ENSP00000331901,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000349142,9606.ENSP00000353670,9606.ENSP00000355506,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000356840,9606.ENSP00000357199,9606.ENSP00000358060,9606.ENSP00000358737,9606.ENSP00000359345,9606.ENSP00000359688,9606.ENSP00000359939,9606.ENSP00000360939,9606.ENSP00000361043,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000362688,9606.ENSP00000363676,9606.ENSP00000366237,9606.ENSP00000366519,9606.ENSP00000367086,9606.ENSP00000368984,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000376056,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000388648,9606.ENSP00000389182,9606.ENSP00000395196,9606.ENSP00000403172,9606.ENSP00000408295,9606.ENSP00000411532,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000418268,9606.ENSP00000434024,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000449884,9606.ENSP00000452697,9606.ENSP00000478320,9606.ENSP00000480158,9606.ENSP00000481920,9606.ENSP00000482760	ATP5D,MTHFD1,POLR2C,SYF2,SESN2,CCNB1,DDB2,HAL,ICE2,SNW1,TIPIN,ATP5B,POLQ,EXOSC7,TICRR,TP53,CDCA5,HSD17B12,RPS3,MRPL49,CWF19L2,NCSTN,FOLR2,KIAA0101,ATP5H,POLR2G,RNASE6,RNASE2,ATP5I,RPL4,CLSPN,EXD2,MRPS31,EXOSC4,DIS3L,RPLP2,POLR2L,PIF1,RPS27L,EEF1G,HSP90AA1,HNRNPA1,RPS2,FOXM1,HMGB1,RPLP1,RPS17,RPL22,ATP5C1,SPOCD1,EXO1,CENPF,DTL,POU2F1,RRNAD1,TARS2,ATP5F1,RPL5,RPF1,EXOSC1,CMPK1,RAD54L,EXOSC2,YBX1,EIF3I,RPL11,DFFA,NSUN6,ACOT7,EXOSC9,POLR2B,CDK8,RAD51,METTL14,EEF1B2,CDK1,RPS8,CHEK1,RPP30,EARS2,RPL6,RFC5,TOP2A,RPS24,PATL2,MCM10,H2AFX,RPS13,KPNA2,RAN,DDIT3,RPLP0,MRPL42,SEC11A,ATXN3,POLR2A,MED6,PCSK6
